account_id,amount,payment_date,downpayment_amount,prev_account_id,global_amount,is_downpayment,prev_is_downpayment,downpayment,installments
3JISOCYE,3900,1/30/2020,9900,3JISOCYE,13800,more than downpayment,equal to downpayment,0,3900
3JTZL9VJ,9000,12/12/2019,8900,,9000,more than downpayment,,8900,100
3JVP96P5,10000,8/30/2019,9900,,10000,more than downpayment,,9900,100
3JVP96P5,4000,10/18/2019,9900,3JVP96P5,14000,more than downpayment,more than downpayment,0,4000
3JVP96P5,4000,11/10/2019,9900,3JVP96P5,18000,more than downpayment,more than downpayment,0,4000
3JVP96P5,4000,12/9/2019,9900,3JVP96P5,22000,more than downpayment,more than downpayment,0,4000
3JVP96P5,4000,1/19/2020,9900,3JVP96P5,26000,more than downpayment,more than downpayment,0,4000
3JVP96P5,4000,2/4/2020,9900,3JVP96P5,30000,more than downpayment,more than downpayment,0,4000
3JWT55TF,9900,12/7/2019,9900,,9900,equal to downpayment,,9900,0
3KA662EZ,8000,10/24/2019,9900,,8000,less than downpayment,,8000,0
3KA662EZ,1900,10/29/2019,9900,3KA662EZ,9900,equal to downpayment,less than downpayment,1900,0
3KA662EZ,3900,12/31/2019,9900,3KA662EZ,13800,more than downpayment,equal to downpayment,0,3900
3KA662EZ,3900,1/31/2020,9900,3KA662EZ,17700,more than downpayment,more than downpayment,0,3900
3L36QWR8,9900,12/16/2019,9900,,9900,equal to downpayment,,9900,0
3LV228UG,9900,1/20/2020,9900,,9900,equal to downpayment,,9900,0
3mpISlG0,8900,8/26/2019,8900,,8900,equal to downpayment,,8900,0
3mpISlG0,3900,10/22/2019,8900,3mpISlG0,12800,more than downpayment,equal to downpayment,0,3900
3mpISlG0,3900,11/27/2019,8900,3mpISlG0,16700,more than downpayment,more than downpayment,0,3900
3mpISlG0,3900,12/18/2019,8900,3mpISlG0,20600,more than downpayment,more than downpayment,0,3900
3mpISlG0,3900,1/24/2020,8900,3mpISlG0,24500,more than downpayment,more than downpayment,0,3900
3NyozREZ,9900,7/17/2019,8900,,9900,more than downpayment,,8900,1000
3NyozREZ,18500,8/11/2019,8900,3NyozREZ,28400,more than downpayment,more than downpayment,0,18500
3ODMSMBH,9900,10/7/2019,40000,,9900,less than downpayment,,9900,0
3ODMSMBH,40000,10/21/2019,40000,3ODMSMBH,49900,more than downpayment,less than downpayment,30100,9900
3ODMSMBH,30000,11/6/2019,40000,3ODMSMBH,79900,more than downpayment,more than downpayment,0,30000
3ODMSMBH,20100,12/31/2019,40000,3ODMSMBH,100000,more than downpayment,more than downpayment,0,20100
3ODMSMBH,30000,1/24/2020,40000,3ODMSMBH,130000,more than downpayment,more than downpayment,0,30000
3OM124XW,9900,2/4/2020,9900,,9900,equal to downpayment,,9900,0
3PUQ46VX,9900,11/8/2019,9900,,9900,equal to downpayment,,9900,0
3PUQ46VX,4000,1/4/2020,9900,3PUQ46VX,13900,more than downpayment,equal to downpayment,0,4000
3PUQ46VX,500,2/6/2020,9900,3PUQ46VX,14400,more than downpayment,more than downpayment,0,500
3qDNROEl,8900,12/13/2018,8900,,8900,equal to downpayment,,8900,0
3qDNROEl,5000,12/15/2018,8900,3qDNROEl,13900,more than downpayment,equal to downpayment,0,5000
3qDNROEl,5000,2/13/2019,8900,3qDNROEl,18900,more than downpayment,more than downpayment,0,5000
3qDNROEl,5000,3/13/2019,8900,3qDNROEl,23900,more than downpayment,more than downpayment,0,5000
3qDNROEl,4000,4/12/2019,8900,3qDNROEl,27900,more than downpayment,more than downpayment,0,4000
3qDNROEl,4500,5/14/2019,8900,3qDNROEl,32400,more than downpayment,more than downpayment,0,4500
3qDNROEl,5000,6/13/2019,8900,3qDNROEl,37400,more than downpayment,more than downpayment,0,5000
3qDNROEl,5000,7/12/2019,8900,3qDNROEl,42400,more than downpayment,more than downpayment,0,5000
3qDNROEl,5000,8/9/2019,8900,3qDNROEl,47400,more than downpayment,more than downpayment,0,5000
3qDNROEl,1800,10/25/2019,8900,3qDNROEl,49200,more than downpayment,more than downpayment,0,1800
3qDNROEl,4000,11/15/2019,8900,3qDNROEl,53200,more than downpayment,more than downpayment,0,4000
3QwlXDyQ,2000,8/22/2019,9900,,2000,less than downpayment,,2000,0
3Rmypfln,9900,6/29/2019,9900,,9900,equal to downpayment,,9900,0
3Rmypfln,4000,8/14/2019,9900,3Rmypfln,13900,more than downpayment,equal to downpayment,0,4000
3Rmypfln,4000,9/15/2019,9900,3Rmypfln,17900,more than downpayment,more than downpayment,0,4000
3Rmypfln,4000,10/13/2019,9900,3Rmypfln,21900,more than downpayment,more than downpayment,0,4000
3Rmypfln,4000,11/14/2019,9900,3Rmypfln,25900,more than downpayment,more than downpayment,0,4000
3Rmypfln,3500,12/30/2019,9900,3Rmypfln,29400,more than downpayment,more than downpayment,0,3500
3Rmypfln,2000,1/15/2020,9900,3Rmypfln,31400,more than downpayment,more than downpayment,0,2000
3Rmypfln,5000,1/27/2020,9900,3Rmypfln,36400,more than downpayment,more than downpayment,0,5000
3SO9JyFF,10000,1/24/2019,10000,,10000,equal to downpayment,,10000,0
3SO9JyFF,4500,2/12/2019,10000,3SO9JyFF,14500,more than downpayment,equal to downpayment,0,4500
3SO9JyFF,4500,3/6/2019,10000,3SO9JyFF,19000,more than downpayment,more than downpayment,0,4500
3SO9JyFF,4500,4/4/2019,10000,3SO9JyFF,23500,more than downpayment,more than downpayment,0,4500
3SO9JyFF,5000,5/7/2019,10000,3SO9JyFF,28500,more than downpayment,more than downpayment,0,5000
3SO9JyFF,6000,6/3/2019,10000,3SO9JyFF,34500,more than downpayment,more than downpayment,0,6000
3SO9JyFF,6000,7/2/2019,10000,3SO9JyFF,40500,more than downpayment,more than downpayment,0,6000
3SO9JyFF,4500,8/15/2019,10000,3SO9JyFF,45000,more than downpayment,more than downpayment,0,4500
3SO9JyFF,4500,9/15/2019,10000,3SO9JyFF,49500,more than downpayment,more than downpayment,0,4500
3SO9JyFF,4500,10/16/2019,10000,3SO9JyFF,54000,more than downpayment,more than downpayment,0,4500
3SO9JyFF,4500,11/7/2019,10000,3SO9JyFF,58500,more than downpayment,more than downpayment,0,4500
3SO9JyFF,5500,12/9/2019,10000,3SO9JyFF,64000,more than downpayment,more than downpayment,0,5500
3Txf3ePq,8900,4/17/2019,8900,,8900,equal to downpayment,,8900,0
3Txf3ePq,3900,5/20/2019,8900,3Txf3ePq,12800,more than downpayment,equal to downpayment,0,3900
3Txf3ePq,3900,6/12/2019,8900,3Txf3ePq,16700,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,7/13/2019,8900,3Txf3ePq,20600,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,8/20/2019,8900,3Txf3ePq,24500,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,9/22/2019,8900,3Txf3ePq,28400,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,10/22/2019,8900,3Txf3ePq,32300,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,11/7/2019,8900,3Txf3ePq,36200,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,12/2/2019,8900,3Txf3ePq,40100,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,1/2/2020,8900,3Txf3ePq,44000,more than downpayment,more than downpayment,0,3900
3Txf3ePq,3900,1/28/2020,8900,3Txf3ePq,47900,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,9000,3/25/2019,8900,,9000,more than downpayment,,8900,100
3tz8bQ6A,3900,5/2/2019,8900,3tz8bQ6A,12900,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,5/30/2019,8900,3tz8bQ6A,16800,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,7/8/2019,8900,3tz8bQ6A,20700,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,8/5/2019,8900,3tz8bQ6A,24600,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,9/4/2019,8900,3tz8bQ6A,28500,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,10/15/2019,8900,3tz8bQ6A,32400,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,11/8/2019,8900,3tz8bQ6A,36300,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,12/6/2019,8900,3tz8bQ6A,40200,more than downpayment,more than downpayment,0,3900
3tz8bQ6A,3900,1/14/2020,8900,3tz8bQ6A,44100,more than downpayment,more than downpayment,0,3900
3udTPnOw,8900,4/15/2019,8900,,8900,equal to downpayment,,8900,0
3udTPnOw,10000,5/8/2019,8900,3udTPnOw,18900,more than downpayment,equal to downpayment,0,10000
3udTPnOw,7000,6/3/2019,8900,3udTPnOw,25900,more than downpayment,more than downpayment,0,7000
3udTPnOw,3900,7/3/2019,8900,3udTPnOw,29800,more than downpayment,more than downpayment,0,3900
3udTPnOw,3900,8/29/2019,8900,3udTPnOw,33700,more than downpayment,more than downpayment,0,3900
3udTPnOw,3900,12/5/2019,8900,3udTPnOw,37600,more than downpayment,more than downpayment,0,3900
3udTPnOw,2500,1/17/2020,8900,3udTPnOw,40100,more than downpayment,more than downpayment,0,2500
3UZFBRTA,9900,12/22/2019,9900,,9900,equal to downpayment,,9900,0
3uzPxOuw,8900,4/29/2019,8900,,8900,equal to downpayment,,8900,0
3uzPxOuw,1400,5/20/2019,8900,3uzPxOuw,10300,more than downpayment,equal to downpayment,0,1400
3uzPxOuw,1800,5/27/2019,8900,3uzPxOuw,12100,more than downpayment,more than downpayment,0,1800
3uzPxOuw,1300,5/28/2019,8900,3uzPxOuw,13400,more than downpayment,more than downpayment,0,1300
3uzPxOuw,2300,7/3/2019,8900,3uzPxOuw,15700,more than downpayment,more than downpayment,0,2300
3uzPxOuw,1600,7/4/2019,8900,3uzPxOuw,17300,more than downpayment,more than downpayment,0,1600
3uzPxOuw,3900,8/5/2019,8900,3uzPxOuw,21200,more than downpayment,more than downpayment,0,3900
3uzPxOuw,4000,9/5/2019,8900,3uzPxOuw,25200,more than downpayment,more than downpayment,0,4000
3uzPxOuw,2000,10/16/2019,8900,3uzPxOuw,27200,more than downpayment,more than downpayment,0,2000
3uzPxOuw,2000,10/21/2019,8900,3uzPxOuw,29200,more than downpayment,more than downpayment,0,2000
3uzPxOuw,1900,11/4/2019,8900,3uzPxOuw,31100,more than downpayment,more than downpayment,0,1900
3uzPxOuw,1400,11/29/2019,8900,3uzPxOuw,32500,more than downpayment,more than downpayment,0,1400
3uzPxOuw,3700,12/30/2019,8900,3uzPxOuw,36200,more than downpayment,more than downpayment,0,3700
3VYZ1cAC,8900,4/17/2019,8900,,8900,equal to downpayment,,8900,0
3VYZ1cAC,3900,5/24/2019,8900,3VYZ1cAC,12800,more than downpayment,equal to downpayment,0,3900
3VYZ1cAC,3900,7/29/2019,8900,3VYZ1cAC,16700,more than downpayment,more than downpayment,0,3900
3Vz2HEQ2,10000,4/3/2019,10000,,10000,equal to downpayment,,10000,0
3Vz2HEQ2,4500,5/22/2019,10000,3Vz2HEQ2,14500,more than downpayment,equal to downpayment,0,4500
3Vz2HEQ2,4500,6/12/2019,10000,3Vz2HEQ2,19000,more than downpayment,more than downpayment,0,4500
3Vz2HEQ2,4500,7/8/2019,10000,3Vz2HEQ2,23500,more than downpayment,more than downpayment,0,4500
3Vz2HEQ2,4500,8/7/2019,10000,3Vz2HEQ2,28000,more than downpayment,more than downpayment,0,4500
3Vz2HEQ2,4500,9/7/2019,10000,3Vz2HEQ2,32500,more than downpayment,more than downpayment,0,4500
3Vz2HEQ2,4000,10/8/2019,10000,3Vz2HEQ2,36500,more than downpayment,more than downpayment,0,4000
3Vz2HEQ2,5000,11/6/2019,10000,3Vz2HEQ2,41500,more than downpayment,more than downpayment,0,5000
3Vz2HEQ2,4500,12/10/2019,10000,3Vz2HEQ2,46000,more than downpayment,more than downpayment,0,4500
3Vz2HEQ2,4500,1/8/2020,10000,3Vz2HEQ2,50500,more than downpayment,more than downpayment,0,4500
3wsNzqxY,9900,6/28/2019,9900,,9900,equal to downpayment,,9900,0
3wsNzqxY,3900,8/2/2019,9900,3wsNzqxY,13800,more than downpayment,equal to downpayment,0,3900
3wsNzqxY,3900,9/9/2019,9900,3wsNzqxY,17700,more than downpayment,more than downpayment,0,3900
3wsNzqxY,3900,11/5/2019,9900,3wsNzqxY,21600,more than downpayment,more than downpayment,0,3900
3wsNzqxY,2400,12/17/2019,9900,3wsNzqxY,24000,more than downpayment,more than downpayment,0,2400
3wsNzqxY,2800,12/25/2019,9900,3wsNzqxY,26800,more than downpayment,more than downpayment,0,2800
3wsNzqxY,3000,12/31/2019,9900,3wsNzqxY,29800,more than downpayment,more than downpayment,0,3000
3XFSP9H1,9900,6/10/2019,8900,,9900,more than downpayment,,8900,1000
3XFSP9H1,3900,8/6/2019,8900,3XFSP9H1,13800,more than downpayment,more than downpayment,0,3900
3XFSP9H1,3900,9/10/2019,8900,3XFSP9H1,17700,more than downpayment,more than downpayment,0,3900
3XFSP9H1,3900,10/7/2019,8900,3XFSP9H1,21600,more than downpayment,more than downpayment,0,3900
3XFSP9H1,3900,11/6/2019,8900,3XFSP9H1,25500,more than downpayment,more than downpayment,0,3900
3XFSP9H1,3900,12/4/2019,8900,3XFSP9H1,29400,more than downpayment,more than downpayment,0,3900
3XFSP9H1,3900,1/7/2020,8900,3XFSP9H1,33300,more than downpayment,more than downpayment,0,3900
3XFSP9H1,3900,2/3/2020,8900,3XFSP9H1,37200,more than downpayment,more than downpayment,0,3900
3XV1XTM6,2000,11/30/2019,8900,,2000,less than downpayment,,2000,0
3XV1XTM6,1000,12/5/2019,8900,3XV1XTM6,3000,less than downpayment,less than downpayment,1000,0
3XV1XTM6,2000,12/15/2019,8900,3XV1XTM6,5000,less than downpayment,less than downpayment,2000,0
3XV1XTM6,1000,12/22/2019,8900,3XV1XTM6,6000,less than downpayment,less than downpayment,1000,0
3XV1XTM6,4000,1/6/2020,8900,3XV1XTM6,10000,more than downpayment,less than downpayment,2900,1100
3XV1XTM6,4000,1/13/2020,8900,3XV1XTM6,14000,more than downpayment,more than downpayment,0,4000
3xXcOVF1,8900,2/21/2019,8900,,8900,equal to downpayment,,8900,0
3xXcOVF1,3900,4/3/2019,8900,3xXcOVF1,12800,more than downpayment,equal to downpayment,0,3900
3xXcOVF1,3900,5/7/2019,8900,3xXcOVF1,16700,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,6/4/2019,8900,3xXcOVF1,20600,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,7/4/2019,8900,3xXcOVF1,24500,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,8/5/2019,8900,3xXcOVF1,28400,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,9/9/2019,8900,3xXcOVF1,32300,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,10/6/2019,8900,3xXcOVF1,36200,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,11/4/2019,8900,3xXcOVF1,40100,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,12/3/2019,8900,3xXcOVF1,44000,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,1/6/2020,8900,3xXcOVF1,47900,more than downpayment,more than downpayment,0,3900
3xXcOVF1,3900,2/8/2020,8900,3xXcOVF1,51800,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,9900,6/16/2019,8900,,9900,more than downpayment,,8900,1000
3YA2QSJ8,3900,8/4/2019,8900,3YA2QSJ8,13800,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,3900,9/4/2019,8900,3YA2QSJ8,17700,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,3900,10/3/2019,8900,3YA2QSJ8,21600,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,3900,11/4/2019,8900,3YA2QSJ8,25500,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,3900,12/6/2019,8900,3YA2QSJ8,29400,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,3900,1/7/2020,8900,3YA2QSJ8,33300,more than downpayment,more than downpayment,0,3900
3YA2QSJ8,3900,2/5/2020,8900,3YA2QSJ8,37200,more than downpayment,more than downpayment,0,3900
3Z3WZFPK,9900,12/29/2019,9900,,9900,equal to downpayment,,9900,0
3Z9PMSLP,8900,1/23/2020,8900,,8900,equal to downpayment,,8900,0
3ZG4GW1Y,9900,1/15/2020,9900,,9900,equal to downpayment,,9900,0
3zjsbFv0,26250,8/21/2019,26250,,26250,equal to downpayment,,26250,0
3zjsbFv0,52500,9/20/2019,26250,3zjsbFv0,78750,more than downpayment,equal to downpayment,0,52500
3ZKI7BGT,9900,11/27/2019,9900,,9900,equal to downpayment,,9900,0
3ZKI7BGT,3900,2/7/2020,9900,3ZKI7BGT,13800,more than downpayment,equal to downpayment,0,3900
3ZLl8WiR,10000,8/9/2017,10000,,10000,equal to downpayment,,10000,0
3ZLl8WiR,3500,10/9/2017,10000,3ZLl8WiR,13500,more than downpayment,equal to downpayment,0,3500
3ZLl8WiR,7000,11/9/2017,10000,3ZLl8WiR,20500,more than downpayment,more than downpayment,0,7000
3ZLl8WiR,3500,12/18/2017,10000,3ZLl8WiR,24000,more than downpayment,more than downpayment,0,3500
3ZLl8WiR,7000,1/17/2018,10000,3ZLl8WiR,31000,more than downpayment,more than downpayment,0,7000
3ZLl8WiR,7000,2/18/2018,10000,3ZLl8WiR,38000,more than downpayment,more than downpayment,0,7000
3ZLl8WiR,4000,3/15/2018,10000,3ZLl8WiR,42000,more than downpayment,more than downpayment,0,4000
3ZLl8WiR,3000,5/7/2018,10000,3ZLl8WiR,45000,more than downpayment,more than downpayment,0,3000
40675bdd,8900,9/12/2019,26250,,8900,less than downpayment,,8900,0
40675bdd,3900,10/24/2019,26250,40675bdd,12800,less than downpayment,less than downpayment,3900,0
40675bdd,3900,11/22/2019,26250,40675bdd,16700,less than downpayment,less than downpayment,3900,0
40675bdd,3900,12/27/2019,26250,40675bdd,20600,less than downpayment,less than downpayment,3900,0
40675bdd,84400,12/28/2019,26250,40675bdd,105000,more than downpayment,less than downpayment,5650,78750
406NHsj8,10000,9/19/2017,10000,,10000,equal to downpayment,,10000,0
406NHsj8,5000,9/22/2017,10000,406NHsj8,15000,more than downpayment,equal to downpayment,0,5000
406NHsj8,5000,9/27/2017,10000,406NHsj8,20000,more than downpayment,more than downpayment,0,5000
406NHsj8,3200,10/16/2017,10000,406NHsj8,23200,more than downpayment,more than downpayment,0,3200
406NHsj8,2000,11/12/2017,10000,406NHsj8,25200,more than downpayment,more than downpayment,0,2000
406NHsj8,2200,1/27/2018,10000,406NHsj8,27400,more than downpayment,more than downpayment,0,2200
406NHsj8,2800,2/10/2018,10000,406NHsj8,30200,more than downpayment,more than downpayment,0,2800
406NHsj8,2800,3/7/2018,10000,406NHsj8,33000,more than downpayment,more than downpayment,0,2800
406NHsj8,2500,3/23/2018,10000,406NHsj8,35500,more than downpayment,more than downpayment,0,2500
406NHsj8,2500,4/5/2018,10000,406NHsj8,38000,more than downpayment,more than downpayment,0,2500
406NHsj8,2000,4/8/2018,10000,406NHsj8,40000,more than downpayment,more than downpayment,0,2000
406NHsj8,2500,4/9/2018,10000,406NHsj8,42500,more than downpayment,more than downpayment,0,2500
406NHsj8,3500,4/20/2018,10000,406NHsj8,46000,more than downpayment,more than downpayment,0,3500
406NHsj8,4000,4/24/2018,10000,406NHsj8,50000,more than downpayment,more than downpayment,0,4000
40aff47f,9900,11/13/2019,9900,,9900,equal to downpayment,,9900,0
40aff47f,4000,1/27/2020,9900,40aff47f,13900,more than downpayment,equal to downpayment,0,4000
40MzUe8d,8900,8/27/2019,9900,,8900,less than downpayment,,8900,0
40MzUe8d,3900,9/10/2019,9900,40MzUe8d,12800,more than downpayment,less than downpayment,1000,2900
40MzUe8d,3900,11/11/2019,9900,40MzUe8d,16700,more than downpayment,more than downpayment,0,3900
40MzUe8d,3900,12/10/2019,9900,40MzUe8d,20600,more than downpayment,more than downpayment,0,3900
40MzUe8d,3900,1/9/2020,9900,40MzUe8d,24500,more than downpayment,more than downpayment,0,3900
413jJRvM,8900,5/21/2019,9900,,8900,less than downpayment,,8900,0
413jJRvM,1000,6/13/2019,9900,413jJRvM,9900,equal to downpayment,less than downpayment,1000,0
413jJRvM,5000,6/25/2019,9900,413jJRvM,14900,more than downpayment,equal to downpayment,0,5000
413jJRvM,6000,7/5/2019,9900,413jJRvM,20900,more than downpayment,more than downpayment,0,6000
413jJRvM,4000,8/7/2019,9900,413jJRvM,24900,more than downpayment,more than downpayment,0,4000
413jJRvM,4000,9/4/2019,9900,413jJRvM,28900,more than downpayment,more than downpayment,0,4000
413jJRvM,5000,11/7/2019,9900,413jJRvM,33900,more than downpayment,more than downpayment,0,5000
413jJRvM,4000,1/6/2020,9900,413jJRvM,37900,more than downpayment,more than downpayment,0,4000
413jJRvM,4000,1/31/2020,9900,413jJRvM,41900,more than downpayment,more than downpayment,0,4000
41980456,5,2/6/2020,9900,,5,less than downpayment,,5,0
41LMIB9J,9900,12/13/2019,9900,,9900,equal to downpayment,,9900,0
41LMIB9J,3900,2/5/2020,9900,41LMIB9J,13800,more than downpayment,equal to downpayment,0,3900
41PIW3BA,9900,12/14/2019,9900,,9900,equal to downpayment,,9900,0
425883c3,9900,9/5/2019,9900,,9900,equal to downpayment,,9900,0
425883c3,3900,11/6/2019,9900,425883c3,13800,more than downpayment,equal to downpayment,0,3900
425883c3,3900,12/8/2019,9900,425883c3,17700,more than downpayment,more than downpayment,0,3900
425883c3,3900,1/4/2020,9900,425883c3,21600,more than downpayment,more than downpayment,0,3900
425883c3,3900,2/7/2020,9900,425883c3,25500,more than downpayment,more than downpayment,0,3900
42602337,9900,1/23/2020,9900,,9900,equal to downpayment,,9900,0
42BP1QP1,8900,5/30/2019,9900,,8900,less than downpayment,,8900,0
42BP1QP1,1000,6/25/2019,9900,42BP1QP1,9900,equal to downpayment,less than downpayment,1000,0
42BP1QP1,5000,7/17/2019,9900,42BP1QP1,14900,more than downpayment,equal to downpayment,0,5000
42BP1QP1,3500,8/20/2019,9900,42BP1QP1,18400,more than downpayment,more than downpayment,0,3500
42BP1QP1,4000,9/17/2019,9900,42BP1QP1,22400,more than downpayment,more than downpayment,0,4000
42BP1QP1,4100,10/29/2019,9900,42BP1QP1,26500,more than downpayment,more than downpayment,0,4100
42BP1QP1,4000,11/29/2019,9900,42BP1QP1,30500,more than downpayment,more than downpayment,0,4000
42BP1QP1,4000,1/2/2020,9900,42BP1QP1,34500,more than downpayment,more than downpayment,0,4000
42BP1QP1,4000,1/23/2020,9900,42BP1QP1,38500,more than downpayment,more than downpayment,0,4000
42DKLE3E,9900,6/19/2019,8900,,9900,more than downpayment,,8900,1000
42DKLE3E,3900,7/29/2019,8900,42DKLE3E,13800,more than downpayment,more than downpayment,0,3900
42DKLE3E,3900,8/30/2019,8900,42DKLE3E,17700,more than downpayment,more than downpayment,0,3900
42DKLE3E,3900,10/4/2019,8900,42DKLE3E,21600,more than downpayment,more than downpayment,0,3900
42DKLE3E,3900,11/15/2019,8900,42DKLE3E,25500,more than downpayment,more than downpayment,0,3900
42DKLE3E,6800,1/28/2020,8900,42DKLE3E,32300,more than downpayment,more than downpayment,0,6800
42UXLI5N,26250,7/24/2019,8900,,26250,more than downpayment,,8900,17350
42UXLI5N,53000,12/13/2019,8900,42UXLI5N,79250,more than downpayment,more than downpayment,0,53000
42W42K3H,9900,9/26/2019,9900,,9900,equal to downpayment,,9900,0
42W42K3H,3900,12/2/2019,9900,42W42K3H,13800,more than downpayment,equal to downpayment,0,3900
42W42K3H,4000,1/3/2020,9900,42W42K3H,17800,more than downpayment,more than downpayment,0,4000
42W42K3H,4000,2/6/2020,9900,42W42K3H,21800,more than downpayment,more than downpayment,0,4000
43a0483b,9900,11/4/2019,9900,,9900,equal to downpayment,,9900,0
43a0483b,3900,12/21/2019,9900,43a0483b,13800,more than downpayment,equal to downpayment,0,3900
43EJ6Z5H,10000,10/1/2019,9900,,10000,more than downpayment,,9900,100
43EJ6Z5H,4000,11/6/2019,9900,43EJ6Z5H,14000,more than downpayment,more than downpayment,0,4000
43EJ6Z5H,4000,12/10/2019,9900,43EJ6Z5H,18000,more than downpayment,more than downpayment,0,4000
43EJ6Z5H,4000,1/25/2020,9900,43EJ6Z5H,22000,more than downpayment,more than downpayment,0,4000
440ded92,9900,1/20/2020,9900,,9900,equal to downpayment,,9900,0
445fd524,7900,9/23/2019,7900,,7900,equal to downpayment,,7900,0
445fd524,3100,11/3/2019,7900,445fd524,11000,more than downpayment,equal to downpayment,0,3100
445fd524,3100,12/2/2019,7900,445fd524,14100,more than downpayment,more than downpayment,0,3100
445fd524,3100,1/2/2020,7900,445fd524,17200,more than downpayment,more than downpayment,0,3100
445fd524,3100,2/2/2020,7900,445fd524,20300,more than downpayment,more than downpayment,0,3100
44C6TPSR,9900,8/5/2019,9900,,9900,equal to downpayment,,9900,0
44C6TPSR,3900,9/26/2019,9900,44C6TPSR,13800,more than downpayment,equal to downpayment,0,3900
44C6TPSR,3900,10/26/2019,9900,44C6TPSR,17700,more than downpayment,more than downpayment,0,3900
44C6TPSR,3900,11/29/2019,9900,44C6TPSR,21600,more than downpayment,more than downpayment,0,3900
44C6TPSR,3900,1/3/2020,9900,44C6TPSR,25500,more than downpayment,more than downpayment,0,3900
44GEEMI3,1594,10/14/2019,1594,,1594,equal to downpayment,,1594,0
44GEEMI3,3100,12/18/2019,1594,44GEEMI3,4694,more than downpayment,equal to downpayment,0,3100
453c4f3a,52500,11/15/2019,8900,,52500,more than downpayment,,8900,43600
4550qJCU,9900,11/28/2018,9900,,9900,equal to downpayment,,9900,0
4550qJCU,5000,1/30/2019,9900,4550qJCU,14900,more than downpayment,equal to downpayment,0,5000
4550qJCU,4000,3/13/2019,9900,4550qJCU,18900,more than downpayment,more than downpayment,0,4000
4550qJCU,4500,4/3/2019,9900,4550qJCU,23400,more than downpayment,more than downpayment,0,4500
4550qJCU,8000,6/22/2019,9900,4550qJCU,31400,more than downpayment,more than downpayment,0,8000
4550qJCU,9900,7/29/2019,9900,4550qJCU,41300,more than downpayment,more than downpayment,0,9900
4550qJCU,4600,9/2/2019,9900,4550qJCU,45900,more than downpayment,more than downpayment,0,4600
4550qJCU,4500,9/24/2019,9900,4550qJCU,50400,more than downpayment,more than downpayment,0,4500
4550qJCU,4500,10/29/2019,9900,4550qJCU,54900,more than downpayment,more than downpayment,0,4500
4550qJCU,4500,12/11/2019,9900,4550qJCU,59400,more than downpayment,more than downpayment,0,4500
4550qJCU,4500,1/13/2020,9900,4550qJCU,63900,more than downpayment,more than downpayment,0,4500
45MRVSFV,13800,8/14/2019,9900,,13800,more than downpayment,,9900,3900
45MRVSFV,3900,10/2/2019,9900,45MRVSFV,17700,more than downpayment,more than downpayment,0,3900
45MRVSFV,4000,10/27/2019,9900,45MRVSFV,21700,more than downpayment,more than downpayment,0,4000
45MRVSFV,4000,12/2/2019,9900,45MRVSFV,25700,more than downpayment,more than downpayment,0,4000
45MRVSFV,4000,12/24/2019,9900,45MRVSFV,29700,more than downpayment,more than downpayment,0,4000
45MRVSFV,4000,1/25/2020,9900,45MRVSFV,33700,more than downpayment,more than downpayment,0,4000
45NDDF4D,9900,9/20/2019,9900,,9900,equal to downpayment,,9900,0
45NDDF4D,5000,11/19/2019,9900,45NDDF4D,14900,more than downpayment,equal to downpayment,0,5000
45NDDF4D,5000,12/22/2019,9900,45NDDF4D,19900,more than downpayment,more than downpayment,0,5000
45NDDF4D,3900,1/20/2020,9900,45NDDF4D,23800,more than downpayment,more than downpayment,0,3900
4613f516,8900,9/16/2019,8900,,8900,equal to downpayment,,8900,0
46911203,9900,11/15/2019,9900,,9900,equal to downpayment,,9900,0
